tweet_id,Emotion,Text
1681095996,joy," Yeah , it ’ s been ages ! So how have you been ? "
1651836078,fear,is a friend that you misunderstood but I know the #heartoflife is good..
1610412188,fear,@nicolescherzy @nicosherzinger &  &#xA;&#xA;Add those three things up and you have a symptom called #NERVOSO &#xA;&#xA;u wanna learn [:
1646127403,shame,"Nobody doubted him , or failed to recognise his temporary financial embarrassment . "
1641150184,fear,The bank had made no secret of their dismay over Virgin 's venture into airlines . 
1692884211,joy,When I passed the B.A exams with first class results.
1640694274,sadness,homies all go to ride ponies... I look at them like a sad puppy #wanttoride #ankleneedstoheal
1696891124,surprise,pop out &amp; roll across the floor !
1638505736,sadness,OMG its December 5th and the windows are open at my house. Mr. Winter where are you. Jack frost is missing too. 
1649979168,surprise,alleen nog even morgen cadootjes kopen in stadje en dan helemaal klaar 
1648672605,surprise," I'm not from this planet, I'm from one of the other planets that hold life &amp; are just being discovered. "
1627343050,anger,"When you kill yourself with work and see the number of slakers wandering around, doing nothing."
1656453249,fear,Few years ago my father was very ill. He stayed at a hospital for a long time. Then I experienced that terrible feeling that I might lose him.
1694314209,sadness, I thought they had already agreed to everything . That ’ s going to take weeks to rework . 
1629384592,anger,My parents didn't allow me to go to a social function that all my friends were attending.
1680491883,fear,"&quot;The family is the bedrock of our society. Unless we protect it with the institution of marriage, our country will fall.&quot;  "
1632879746,sadness,Bro team lost... .... Least he played with swag... #freshcut
1653168561,joy,When I heard that I had been selected fot the first year at the university of Zambia.  This was after my form five at Chikola secondary school.
1671797548,anger,"When someone tried to rape one of my best friends and he claimed it was her fault. He the hassled her, claimed she was loose, and threatened to sue her."
1698345829,joy,Welp time to study for the next few days... 
1675732355,joy,Heading to campus in the rain to take grad photos 
1672142413,fear,My own dismay at the way those kids were savaging the flora of Stonethwaite is a good example . 
1626393143,sadness,That moment of terror when you go to drink your hot chocolate knowing its about to burn your mouth. 
1658763273,sadness," Well , I am under a lot of pressure . My boss is very pushy . He assigned me three projects . Now the deadlines are near , and I still have not finished all of my projects . "
1616723244,sadness,Sink is broken so no  2night: Was going to be lamb..now just pbj! 
1651769721,sadness,I apparently lost my best-friend.. 
1679155502,fear,“@mattmosley: This is the shakiest 14-point lead in history of college football.” lol 
1664434845,fear,"People who get trapped in an elevator actually do take the stairs next time,, don let take over and wear you down .. #quote #life"
1647375323,sadness,I very rarely am in desperate need of someone to talk to. Tonight is one of those nights. Everyone is sleeping. I'm at a loss. 
1620592109,sadness,When I was a Sr. in HS. one of the class counselors died of hepatitis. She was very sensitive. She knew my shyness and drew me out to improve myself image. I missed her funeral - so I could not publically grieve. My parents didn't understand.
1613507620,surprise,Good Morning  What Do You Have In Store For Me Today?!?!... #EnjoyTheDay
1630680142,neutral," My mother-in-law used to do the same thing to us . If it wasn't disciplining them enough , then we were disciplining them too much . She also complained about the food we fed them , the schools we sent them too , and everything else under the sun . "
1660478024,joy, I am feeling awesome .
1668201258,joy,@TheBodyShopUK brings me - I've just bought all my Christmas presents and I didn't have to trawl loads of shops! :)
1617094697,surprise,I almost forgot my hair was red until I looked in the mirror 
1647968027,fear,When I heard that my father had found a letter from my boyfriend and he was calling me to talk about it.
1607466713,fear,results from seeing ourselves walk into a situation w/o the LORD. FAITH is realizing that HE gets there b4 we do.
1647545123,fear,She shot him a horrified look . 
1644214038,neutral," Well , I didn't think so at first . But as we started talking , I found him extremely funny and witty . I couldn't stop laughing at his jokes ! And we have so much in common . We like the same team , music , and most amazingly , we both love Chinese food ! I have the feeling that we are going to be great friends . "
1639035646,fear,Not applicable to myself.
1656807157,joy,I just shit my pants. Pure 100% gravy. 
1641081314,joy,"For once in his life , Leopold must have been truly happy : his hopes and prayers for his beloved son seemed at last to have come to fruition . "
1670773309,fear,Two years ago I saw a film on the TV. Even now it makes me afraid.
1664458603,joy,Class then jamming out my last paper of the quarter.  No reason to celebrate though. Studying will begin right after. 
1619115495,sadness,"NOOOOOO, no pongan super torpe a las 9 de la mañana, entendemos que nadie lo ve, pero yo sí! y no me voy a levantar para verlo "
1622573949,fear,Seeing a stray dog run right pass you on Morehouse campus.. 
1611562636,neutral, Once in a while . 
1639875705,anger,Side effect of not smoking reefer. 
1661109276,fear,When I was 12 years old I frequently was pursued by others and got sound thrashes.
1616485407,fear,“@FrankyFade: The team is hot  @andrealandis @iammynority @FRISCOLOPEZ @iamthefabian” yes sir
1698531421,fear,"Dad , I'm scared . "
1604343732,joy,I can't wait to just sleep in tomorrow! I must study tonight and tomorrow and the next night oh and 3 essays due!
1666057932,anger,is a juvenile emotion that even the most simple minded creature can express
1629624981,anger,"Suppressing her annoyance at being called "" Little Sara "" , she replied that all was well . "
1613742832,joy,Now time to unpack and finish some homework 
1637451717,surprise,Stopped today for gas in a small town to my an attendant came to tell me &quot;we are full #service. Do you young #tweeters have a clue
1676473844,surprise,Can't wait for @siobhanshannonx to open her christmas prezzie #christmas
1645764341,surprise,Decorating the entire house with christmas cheer for my mommy. 
1644116229,anger,Sly was left feeling absolutely livid . 
1650727348,surprise,Iemand nog surprise idee voor een vrouw? 
1611267118,disgust,"@wt2themax1 I'm sorry my blanket isn't comfortable enough for you, that kid isn't #hehasfeelingstoo so what if he eats his scabs..."
1638375189,anger,I had left a student newspaper of the Chinese university on the table of the library.  It had disappeared when I came back.
1660801468,joy,"At a choral concert I appeared as a solist. The concert5 was very good, I forgot all the hard work that had been done before. There remained only an undescribable joy and a feeling of warmth, security etc."
1672855382,fear,@TShavonne Girl a picture of that book is in my Twitter pics lol. Nah i haven't used it...or rather tried it lol 
1664034215,surprise,The trouble comes when you realise you've gone from watching reruns to living one. #oh
1669243073,sadness,"He glanced up , saw Auguste 's anguished eyes , and thought he understood . "
1693807695,joy,The world can't give you only happiness. One last a lot longer. #GoFigure
1649522522,anger,He dipped the cotton wool in the water and dabbed at the livid puffy eyes . 
1646969717,sadness,"` I am sad we have not been afforded the same welcome given to the Beirut hostages , "" he told a deeply moved audience at the AGM last month . "
1699277015,joy,Oh early morning preachings by my father 
1632614296,joy,If you are robbed of during tribulation it is because u hav not entered into the means He has provided for Joy #prayer Communion w God
1670946743,surprise,@Ally1kinobi thought I'd stop by and say I CAN SPEND CHRISTMAS HOLIDAYS WITH YOU NOW AT THE LAKE. Miss you! 
1674779869,joy,"Good morning , Jim ! "
1689564270,fear,Not afraid of tomorrow for I saw yesterday and I love today #less
1658292971,anger, They soud like the neighbours from hell ! 
1656530950,joy,If chris Paul sum how goes to the clippers. Idk I'll lose it 
1651177794,surprise,chocomousse vergt 175 ml slagroom. dat heb ik dus niet in huis - en je moet het met de hand kloppen. niet met een mixer. kansloos.
1651618397,sadness,"The time I lost a badminton match, that I should have won at the Zambia closed badminton championships."
1670011771,joy,"The advertisements appeared in Novoye Russkoye at the weekend , causing a buzz of excitement in the Soviet expatriate enclave of Brighton Beach , also known as Little Odessa . "
1668500016,fear,My and #anxiety is lifted. I think I'm going to pass #statistics and maybe even do half decent. Got a 90% on the third #exam
1618414951,joy,Thrilled to reunite with my best friend today! It's raining though and we have to find our way to a theater for a dance show downtown. 
1674998822,sadness," Not from this brand , I'm afraid . "
1606193734,fear,I can not wait till factor I LOVE THAT SHOW!!!!!! Missed watching it :-)
1613361147,joy,"Study all day tomorrow, most of the day Saturday and Sunday. "
1698329760,neutral, So ? 
1690785964,sadness,Just saw an empty Summer Shandy box next to my Aunt's fridge. But no Liene to be found 
1626099375,fear,Nearly a year later I'm driving on freeways at rush hour without any fear!!!  I conquered my with #confidence! Feels great!
1608756508,sadness,"Her voice shook , her face was white with anguish . "
1689943542,sadness,"going loner to target, panache and hob lob..."
1670271501,joy,"This would normally push up her heart rate but with her pulse already racing due to the alcohol , dancing and general party excitement the increase is not as noticeable as normal . "
1611090118,anger,"His teachers were suspicious of his popularity , annoyed by his lack of interest in academic work and infuriated that he could still achieve high marks in examinations . "
1663732780,anger,"When they broke the artistic work of several weeks.  Changes were made and it was broken without permission, they had no right to do this."
1619837328,surprise,Net halfuur bezig geweest bij de kraan om de lijm erg te krijgen  #Dinnetjes
1671340411,joy,"Took a nap for a few hours, now watching Christmas movies  "
1637492614,sadness,"For the owner , it can mean heartbreak at the loss of a family pet . "
1639342260,fear,"Tiens, y a de la taurine dans les croquettes Friskies chat d'intérieur. #miaou"
1676219688,anger, It is impossible . You cheated on me . 
1669881513,sadness,"No afternoon nap for me, burning my episodes into DVD to prepare for Stu the Hard Drive's reformat. :("
1648155236,joy,ill be working from 9pm-6am on black Friday 
1605643564,neutral, Nothing . 
1689841412,fear,I was at home and we were sleeping when we heard some robbers breaking into our house.
1615216932,sadness,@MWScripts WANT ENGLISH BULLDOG PUPPY.   
1626803110,anger,I will be the most disappointed if they actually consider Taylor Swift for the role of Eponine in the movie version of Les Mis.... 
1615990877,joy,@sabambury I wish everyone saw Church as a highlight of Christmas! 
1604051530,disgust,"It linked the poor performance with the exodus to the West of more than 330,000 East Germans disgruntled with Communism . "
1694735084,sadness,In an expression of community sympathy many local children in South Ronaldsay made and sent cards to the four devastated mothers . 
1645170253,sadness,3:30am my guy friend was gonna come up to my window. and I fell asleep  before he came. :( 
1694439742,sadness,"2   &amp; = make pleasant, wonderful #memories right now! &#xA;#recovery #survivors #stopabuse #ptsd #livefree"
1628118050,joy,"Some people bring joy wherever they go, and some people bring joy whenever they go.— Mark Twain   "
1634583303,joy,yaay! my brother said he'll play badminton with me tomorrow :D 
1658110721,neutral,You'd better prepare for the examination . 
1667415224,joy,Going to a concert.
1694182248,fear,"There was public disquiet , questions in the Commons and an enquiry ordered into Jeffrey 's whereabouts . "
1685801620,anger,"I was informed by my flatmate that, when we'd moved into our flat, she'd expected us to buy our food separetely - this event actually happened some 5 months after our sharing began. Prior to this, she had said nothing."
1683562108,fear,"«@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less»"
1684131036,anger,"Don't get the impression that you arouse my anger. You see, one can only be angry with those he respects. ~Richard M. Nixon "
1667417345,joy," We do many things . In the morning , we go swimming and boating . In the afternoon , we play basketball or tennis . We sit around a camp fire at night.We sing or tell stories . "
1652238618,joy,Arabic coffee what can I do to make you happy. 
1606287022,fear,"I feel afraid of the way a great friend looks at me, and also a little afraid of the directions that it's going."
1672663862,surprise,"Met z'n 4en Sint gekeken, nu lekker slapen, en morgen surprise weggeven en ontvangen in Lopik!   "
1649517174,joy,Morning tweeps.. Hope you guys have a great filled with and #happyness
1671914576,joy,When I received the first year results as the first year had involved a lot of work and I was very pleased when I got the results.
1695369782,sadness,Just got back from my last history class until next semestre. 
1677402814,surprise,"&quot;I'm gonna love you, Till the stars fall from the sky for you and I&quot;  "
1663363738,anger,"A terrible , furious , impotent anger filled him , making him want to strike out , to shout and scream . "
1691454520,sadness,Another day spent in my bed. I really should get a life. 
1680842257,fear,Concered my of hights today! Went all the way to the top of climbing! Sooo proud and beat enrique on quad biking!:D love my girls x
1638937938,anger,When I was a soldier I quarrelled with my commander and may be in revenge for this he detailed me on duty two successive nights. Naturally he checked me up on the second night and found me asleep for which he sent me to the cells.
1621226237,surprise,Getting ready for a baby shower at work. Here's hoping no one at work is following me on twitter hahaha Surprise!!
1619004006,neutral, Not really ! 
1623057402,joy,Lady A concert with @KDClapp06 by some sketchy people. 
1638947712,neutral, To the beach 
1659826636,sadness,I want you and Sheila to know how very much I appreciate the kindness shown to me in my earlier mood of despondency . 
1605389583,neutral, Everyone from school . 
1651769147,anger," No , I just check my weight , I'm getting fatter . "
1615138577,fear,Dnt believe the lies look me in my eyes plz dnt b scared of me..  i miss the deep #Drake
1659285981,joy,When I passed my form three exams.
1605222559,anger,I laughed -- I did n't feel offended . 
1675713664,joy,"my throat is on fire.. guess i'll be going to the doctor tomorrow. in other news, tonight was a successful night(: praise God !"
1621483123,neutral," Yes , there are something good and informative . I think that many people underestimate the value of TV in education . "
1688160743,fear,"is strong. #Darkness is strong. A #Soul is a pure bright, brave beam of light."
1630070624,fear," Steven , I ... "
1674172022,joy,On meeting an old friend of mine.
1680849772,joy,"No matter how old i am, anytime i have a leaf blower i will air blast the closest person to me. Brings me "
1632497372,fear,@MarkParkinson80 now that man is a proper genius 
1634241049,fear,When I thought that I had failed the examination.
1686429499,surprise,Even though I'm mean af to this person I'm still buying them something.... I guess I should them
1670824603,joy,Since I passed the DMCT last year I get to spend my math hour doing absolutely nothing in the library.. 
1656589582,sadness,"When I became conscious that men don't wnat anything they don't have a goal. They have: sex, but this isn't important."
1611435506,surprise,@nickensimontwit Hoe kan je gemakkelijk een gitaar namaken van karton? 
1644833287,joy," Well , it's a special day . They say if you survive the first year , the rest is smooth sailing . "
1628632977,surprise,My aunt is coming from  for a visit during   What a nice that will be!!
1620406551,sadness,They all seem terribly sad . 
1641131010,sadness,"During the days that followed Brackenbury 's hasty departure , Edward 's despondency increased . "
1605481850,surprise,"@TheyCallMeTiny2 ransacked meadows/brewhouse last night for all it was worth,  opened up the wallet though, "
1603060074,anger,My father promised me a bicycle for my birthday. Just before my birthday he forgot he promised this to me.
1668062464,anger,Auguste shot him an indignant glance . 
1666539661,fear,of losing my spark haunts me everyday
1614518890,anger,"I worked with several classmates on a project.  I was very anxious about the project while my partners showed no concern  and when we had meetings on the project my classmates  did not pay any attention.  Some of them read books while the others argued on irrelevant questions.  The meeting would go on for two hours without the main theme being discussed.  We wasted time and could not reach a compromise.  My classmates avoided doing the work and the responsibilities, they seemed to value other projects more than this one."
1643519741,fear,F.E.A.R. = False Evidence Appearing Real   
1677747894,joy,When my son returned from mountaineering - healthy in body and soul.
1604266341,fear,water level rising near my home  #Flooding
1694160706,joy,On my way to clean the mess that was made at Urban today. 
1659425414,anger,When my kid brother broke my reading spectacles.
1641247072,anger," Really , Mary , you ’ re horrible . "
1696083138,fear,When I close my eyes I wont wake up! !  #truth
1660759001,neutral,What ’ s up ? You don ’ t look too good . 
1675087331,disgust,ewww she got that nasty ass default like she cute 
1686495692,joy,So now I am doomed to forget something. I just have that shitty luck. 
1605826383,fear,"america is the new north korea, china, germany and russia. we're the military controlled, self-spying, censoring paranoid antagonists. "
1686065197,sadness,Then the toot of a trumpet and the clown with the enormous sorrowful eyes was coming at her in her ring-side seat and she wanted to run away . 
1604553271,joy,More lifeguard training tomorrow evening. 
1678078943,sadness,When an earlier friend was spreading negative rumours about me.
1631051673,anger,The newcomers feel cold-shouldered by the local population on occasions and become resentful of their almost tribal clannishness . 
1612277387,disgust,I understand the mood but if some of them are disgruntled they are entitled to call an EGM . 
1671719854,joy," Seein' folks,  overcome limitations, by seeing that THEY can be who they DREAM! That their capacity for is the compass!"
1629280873,joy,my birthday and christmas are right around the corner and i have no idea what i want 
1661000079,sadness,Its funny how people who follow you eventually unfollow you only because you never followed them back. 
1619689021,surprise,aww one of my mom's old special ed students from like 6 years ago came and visited her!! soo cute! that just made her day :)
1634467930,sadness,"` I used to be sad and pathetic , but I 'm not so miserable any more . "
1683229118,joy,Bought my first xmas gifts today!! So full of I love christmas time!!
1645655181,anger,"` What did you mean , Rachel ? "" her mother asked slowly , ignoring her husband 's indignant look . "
1676401407,joy,"As I type, I get texts... baby is fine (moving &amp; heart beating) Since she is O-, they've given a RH shot, to be safe. THE BABY IS FINE! "
1619252670,joy,thanksgiving: spending the night at the emegency room. 
1684152697,surprise,@k_tray so your harry potter dressed professor hates sex... 
1611110510,sadness,my mom asked me if cole caught a deer this year... mom you kill deer...
1636486460,joy,Today has been so off. Time to work in crutches tomorrow 
1685903486,joy,(MIRACLE SCRIPTURE 700 B.C.) Behold the virgin shall conceive &amp; bear a Son &amp; shall call His name Immanuel  Is. 7:14     
1692662400,fear, Talks Going Well? Most Pissed Off with  Play Acting and Playing Dangerous Games #FLASHMEN? #skynews #skypapers
1677903521,fear,"One morning of hard graft left, then 8 days of sun, food and bevy. just need to get through the plane journey, scary shit that like. "
1660011536,anger,When I saw my brother being attacked and I could not do anything.
1622092334,fear,"He 's concerned what will happen to me . "" "
1606162631,sadness,I'm so happy  @Harley_Cope5 never says she's thankful for me to be one of her best friends. 
1636898301,sadness,When he wondered this he felt a deep sadness . 
1699129139,fear,"Good day at the gym, bringin that  and that  but leavin that "
1632522666,joy,@Mrctn615 we wear the crown cuz we deserve it! 
1651341142,sadness,Andare a fare shopping e tornare a mani vuote a casa... 
1633399384,neutral," Don't be so irritable . I just don't understand the program , that's all . "
1661079118,joy,"On holiday, seeing the lanscape in Girona."
1694195561,anger,Pretty sure Kiss only ever play about 3 different songs. And they're TGIF remix pisses me off. And they say 'Gwetta' and 'Agwilera'. 
1695627193,joy,Minute shards of glass slashed across Rohmer 's ecstatic face . 
1639496678,disgust,&quot;was that a period poop? it definitely smelled like a period poop&quot; #ihatemyfamily
1685875025,anger, Waiter ! 
1632622359,fear,Intelligence puts man on the throne. Faith puts God there.     
1634673123,joy,Getting a part-time job.
1620196987,anger," I believe that was a wedding present to both of us , Joanne . And you hardly ever use it ! "
1617804586,anger,Nothing would satisfy me more then to see the light leave his eyes and to know he no longer draws breath 
1610236201,anger,"Hoskyns , who only had another year to live , was angry at his university . "
1641940082,surprise,"@mylan4 ik wou jou heel persoonlijk benoemen, dus die is nog in de maak! #Present #wachtmer"
1608687938,fear,of losing the people I love
1626455374,fear,The passengers looked horrified . 
1640399729,joy,Is it just me or does anyone else out there love the smell of their fella post  
1698482704,joy,About to bomb this physics test 
1604110703,joy,good morning world! 
1642397826,sadness,"A merciful wave was closing over it , healing her despair . "
1649119623,sadness,Relative's death.
1631174177,fear,"☁☾ &quot;FEAR Can Keep Us Up All Night Long, but... F A I T H Makes One Fine Pillow&quot; ~unk  "
1610224487,joy,Eating my first candy cane of the season 
1633294735,sadness,"SHE was once considered one of the world 's most beautiful women , but yesterday every line etched on Britt Ekland 's face told a story of personal anguish . "
1682285663,fear,Before giving a seminar to a rather large audience.
1665901945,sadness,I wish I was in london so I could go to trafalgar square @Louis_Tomlinson I wish I could meet you all 
1624876819,sadness, yes . It seems she can never accept a childless marriage . We had a fight last night . 
1666266719,disgust,smh im really sad. the only basketball i have to look forward too is march madness????  
1641905167,joy,You gotta put some dish detergent in the tub so you can get dat bubble action
1660929699,joy,work then working out then homework  
1609485744,anger,"Brazil , for example , was miffed that the summit was n't scheduled for a date after inauguration of its new president next month ."
1640345288,fear,"When my son fell off the cot at the age of 5 months, I became very nervous and thought that it would cause defects in his head.  "
1672259003,joy,So excited to party party tomorrow night with one of my besties miss Emma Rose :) xxxx 
1607444360,fear,I saw the frightened horses on the edge of a steep drop . 
1612714058,fear,"I was physically assaulted and sexually abused about a year ago. Just the feeling that I might not get away intact, or even alive, produced fear."
1600947897,sadness,After the fact that made me ashamed I felt sadness.
1648771101,sadness,"lol can people people stop with the Arashi's FNS mic situation, ok we get the point. anyways, I still can't find TMR's perfs "
1614337832,sadness,@BanjiGirl I don't even know whats going on. Things have folded. 
1641527465,joy,"Pretty excited!  Orgelbau, Dillingen, was chosen (unanimously) to build the new organ for my church! "
1687062303,fear,"When I was feeding a premature baby (7 months), the baby chocked. This was when I was working in children's ward I thought I had killed the baby."
1671896188,fear,You're the reason to a lot of my devotion. @Drake
1670033329,disgust,Holy shit I just weighed myself for the first time since before college..  I put on 13 pounds in a semester.. Pure in myself
1636503318,sadness,At my brothers friends house doing nothing. This is what happens when I come back home 
1619180566,sadness, Totally not . Perhaps it's about our marriage . 
1663088665,neutral, Who won ? 
1678123500,sadness,School shootings need to stop.  I know there is no quick fix to this. But schools are supposed to be safe. 
1698844547,anger,"@RXKitten I did and they didn't really intrigue me.  Plus, the campaign ending was anti-climatic to the nth degree.  Uninstall game.  "
1676294147,surprise,"Today: eat, work on paper, work on lab, work on paper, finish lab, eat, finish paper.   "
1671816964,sadness,Sometimes i do wish i had black hair..it is much eaiser to find hair weave  . :(
1659087678,sadness,My dad made a campfire. We have chocolate and grahmcrackers but no marshmallows...what even is this. &lt;/33 
1640891944,joy,"So I'm sewing, walk downstairs to make a pot of coffee...and find Christmas decorating in full swing!!! Gotta love daughters! "
1628847053,surprise,"ok..dus de gouden verf van de action is stiekem zilver..goed om te weten, maar vertel het voortaan van tevoren.  "
1620430246,fear,"` South Africa must be worried how easily we did get through , and close to their line , because they know that Will Carling and Jeremy Guscott are amongst the quickest in the world . "
1641096297,sadness,Having some massive Busted sesh! Why the fuck did they ever break up! 
1694098307,fear,On the edge of slipping and winning... 
1697309455,surprise,Too fresh..came home to a new flat screen TV 
1673186003,neutral, Why ? 
1632672644,anger,There was really no reason why Star should be cross . 
1624661660,surprise,Car was just k9 searched. What the hell? Didn't find anything! 
1623205988,sadness,"` I am sad we have not been afforded the same welcome given to the Beirut hostages , "" he told a deeply moved audience at the AGM last month . "
1686969847,joy,"Last course, when I passed with good marks three subjects which I had previously failed."
1615883327,fear,"Goodbye, Farewell, So Long.... "
1639203963,fear, YOU A FUCK NIGGA; YOU FEAR the fags CAUSE YOU FEAR them GANGING UP ON YOU &amp; DESTROYIN WHAT YOU SLUTTED FOR. #HARD
1614621427,joy,"Hate trains just ran for one and missed it by a second, saw it drive away, now half hour wait for the next one oh "
1686356599,anger,"No lights, no WiFi, no fucking way of making my dinner. "
1662157903,anger,"She turned to Fran , faint annoyance crossing her face . "
1696701832,sadness, pour moi car je n'ai pas beaucoup de followers :'(   
1622794046,neutral, I won ’ t damage it . 
1641730663,joy," Wow sounds interesting ! Excuse me if I am being a bit nosy but , how old are you ? "
1611140553,fear,Don't you turn a blind eye! .. Change what's been programmed inside!!  
1605831137,sadness,Just realized that I'm allergic to my shampoo!! Great! 
1693837459,sadness,its prolly gonna happen in the morning too &gt;.&lt; ugh whatever idc anymore :/ 
1663431531,disgust,"I am sickened to now learn that the Government has acquiesced to the other EC leaders on this issue at the Edinburgh Summit and that , for the sake of subsidiarity , this directive has been dropped . "
1649040819,anger,"I experience this emotion quite often but the day I was most angry was the day I got pulled up for something I had not done.  It happened during my school days, I had not spoken a word in class but the monitor had written my name on the board.  So I had a remark in my callender which I had to get signed by my parents.  This remark resulted in me being spanked."
1673497376,disgust,I gag in myself wenever i hear my parents say &quot;sexci&quot; =/ 
1639191796,sadness,"As he told Barbara afterwards , he had never felt more depressed . "
1642799126,surprise,Pizza Hut just delivered my pizza 20 minutes early AND it is one of the top five best pizzas I've ever had from there.  
1694560980,anger,"Oh , the food here really is bad . My soup was cold and meat , ur ... it was like leather . "
1673939619,sadness,the moment you realize you've lost the one person you always needed most but wouldn't admit it 
1657363330,joy,"Listening to Eternal by Joy Division. Sad, mournful and beautiful all mixed together. division #Ian Curtis"
1662398796,fear,"Je me fais stalker sur  par un mec de l'âge de mon père, je l'ai refusé en ami, mais il like tout ce que je fais en public "
1636611441,joy,"Anyway, time to settle in for a nice plane ride and lots of Russia I reading "
1651325596,sadness,"@mariiiiahhx3 my mo said im not allowed to get picked up from school tomorrow , because i didnt go today ): "
1626940606,sadness,@CaitlynXJesus8 love you to caitlyn.. So sad I have to miss switch I might die 
1654394675,joy,Homework for the rest of the night.....oh lol
1609644885,joy,solid workout at indoor!! Time to do hw half asleep!! #tired
1615819696,disgust,Its not  anymore. Take care of your wiley body hair. You shouldn't have been doing that shit in the first place. 
1641910942,anger,Wow I haven't had this rush of adrenalin in a while. 
1616888749,fear,@gilbhas lo gak takut pembunuh! Yang lo takutin adalah hobinya dia kalo lagi bete.. 
1694258505,joy,When my brother gave me a watch.
1668419681,neutral, OK . 
1654668924,fear,Wonder how almost a whole week at home will feel  
1691862473,fear,i'm discovering a band i missed from 15 years ago... wishing i hadn't been so sheltered growing up. 
1695997185,sadness,She looked into his eyes and saw terrible pain and inconsolable grief . 
1620661113,surprise,Some things can ruin your day real quick 
1615594085,fear,"you shouldn't domestic drones anyway. who ever heard of a drone attacking the wrong target? no one ever, that's who."
1658861002,joy,"I'm sure ill be sick next, these babies keep coughing &amp; sneezing on me.. "
1601277781,anger,"I just want to sleep, I'm in a bad mood right now. #Sadness"
1602330668,surprise,@Mr_RICH_Tycoon GOOD- we had family pictures that was whats up...all the kids for their grammy u know can't wait
1640828487,fear,"@tomharris5 I was goin to bring it, do u want it at corners coz u want it at the end of today then? #nomistakestoday #3morepoints"
1660560721,neutral, Which guy ? 
1636705844,joy,sore throat &amp; I feel sick to my stomach 
1673579093,surprise,Amir had his first comment at Valiant today!!  
1616571809,fear,"His voice was tetchy , but not alarmed . "
1657509108,sadness,My friend was badly hurt.
1673404433,joy,When my child was born.
1694205904,joy,"` I 'm delighted they left you the house , "" Julia told Margaret . "
1603162439,surprise,Cherche  de  pour  pour ce samedi soir !!!! &#xA;Des #idées ? MERCI !
1686981270,fear,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”"
1620535291,surprise,not a good idea to smoke before you narrate and act out a poem in class.. 
1616969057,sadness,I honestly spent wayyy too much money. Im such an impulse buyer....
1636367308,disgust, Newsnight. it is making me SICK hearing these rioters justifying their actions 
1666714794,anger,The surname of my brother was different from ours.  He often grinned at home and provoked others for the pleasure of it.  This made me angry.
